species,decimalLongitude,decimalLatitude
Gentianella campestris,13.72704,57.8305
Gentianella campestris,15.42626,58.20111
Gentianella campestris,15.40269,58.8295
Gentianella campestris,16.07523,60.47412
Gentianella campestris,15.6523,59.59562
Gentianella campestris,15.098308,68.992519
Gentianella campestris,14.560209,67.171241
Gentianella campestris,14.479136,67.173095
Gentianella campestris,16.543293,68.718666
Gentianella campestris,14.611439,66.988492
Gentianella campestris,13.166275,68.099196
Gentianella campestris,13.932295,66.759955
Gentianella campestris,14.706921,67.200082
Gentianella campestris,16.17184,68.314698
Gentianella campestris,14.852745,66.775129
Gentianella campestris,13.681306,66.687934
Gentianella campestris,12.095339,65.39285
Gentianella campestris,13.64338,63.31922
Gentianella campestris,12.72631,60.56663
Gentianella campestris,16.863686,68.744284
Gentianella campestris,11.668307,59.974532
Gentianella campestris,15.8067,57.87731
Gentianella campestris,11.658,62.588
Gentianella campestris,11.4571,62.6753
Gentianella campestris,16.09997,61.11225
Gentianella campestris,16.51839,60.43133
Gentianella campestris,12.7081,56.44991
Gentianella campestris,11.4846,58.26265
Gentianella campestris,17.99288,59.65153
Gentianella campestris,11.0789,58.83741
Gentianella campestris,18.81806,60.10649
Gentianella campestris,18.26244,59.78131
Gentianella campestris,18.23565,59.73702
Gentianella campestris,18.25979,59.73972
Gentianella campestris,18.95576,59.81358
Gentianella campestris,18.80601,60.02851
Gentianella campestris,17.94742,59.66127
Gentianella campestris,18.44062,60.04546
Gentianella campestris,11.18101,58.74692
Gentianella campestris,14.45023,57.90168
Gentianella campestris,14.92519,57.83602
Gentianella campestris,14.57912,57.65772
Gentianella campestris,14.61595,57.92482
Gentianella campestris,15.02195,58.02324
Gentianella campestris,11.22346,58.64882
Gentianella campestris,15.43386,58.19633
Gentianella campestris,15.2813,58.22146
Gentianella campestris,15.02421,57.59612
Gentianella campestris,14.72422,57.95885
Gentianella campestris,17.05108,60.49926
Gentianella campestris,14.55558,63.27253
Gentianella campestris,16.91755,62.20142
Gentianella campestris,16.04165,58.4316
Gentianella campestris,15.91371,60.13039
Gentianella campestris,15.64,61.9187
Gentianella campestris,15.24243,58.73682
Gentianella campestris,17.02723,59.15927
Gentianella campestris,12.83705,57.39333
Gentianella campestris,12.66618,56.45381
Gentianella campestris,16.09613,61.38597
Gentianella campestris,16.78007,58.51936
Gentianella campestris,15.40534,60.35195
Gentianella campestris,17.91723,59.64473
Gentianella campestris,17.9246,59.66229
Gentianella campestris,13.95691,63.36392
Gentianella campestris,18.13969,59.957
Gentianella campestris,17.38486,59.98335
Gentianella campestris,17.9383,60.42278
Gentianella campestris,17.35969,60.60223
Gentianella campestris,17.98635,60.33306
Gentianella campestris,18.43374,60.12434
Gentianella campestris,18.3161,59.89005
Gentianella campestris,18.04988,60.48629
Gentianella campestris,18.40367,60.20198
Gentianella campestris,18.19335,59.96009
Gentianella campestris,16.73597,59.3174
Gentianella campestris,14.51732,58.61562
Gentianella campestris,13.59292,58.04787
Gentianella campestris,16.90434,59.26705
Gentianella campestris,18.51162,59.75521
Gentianella campestris,15.44223,58.87978
Gentianella campestris,14.96213,58.24202
Gentianella campestris,15.22871,58.1087
Gentianella campestris,15.24534,58.10376
Gentianella campestris,15.63752,58.88833
Gentianella campestris,15.66283,58.91968
Gentianella campestris,15.00699,59.54618
Gentianella campestris,15.000948,67.789583
Gentianella campestris,14.969638,67.785706
Gentianella campestris,14.986038,67.78795
Gentianella campestris,12.756225,66.229701
Gentianella campestris,12.789704,66.289395
Gentianella campestris,12.787066,66.281612
Gentianella campestris,12.688526,66.024782
Gentianella campestris,13.59454,58.53074
Gentianella campestris,14.70649,63.1041
Gentianella campestris,17.58044,60.5742
Gentianella campestris,13.05425,63.21717
Gentianella campestris,17.59138,60.57469
Gentianella campestris,17.60342,60.56644
Gentianella campestris,17.63158,60.55592
Gentianella campestris,15.59828,62.71732
Gentianella campestris,15.1451,62.72623
Gentianella campestris,15.13713,62.72213
Gentianella campestris,17.51804,60.5393
Gentianella campestris,15.69742,62.69289
Gentianella campestris,17.92279,59.65706
Gentianella campestris,17.91657,59.65096
Gentianella campestris,18.27181,59.11122
Gentianella campestris,15.70745,59.76361
Gentianella campestris,12.71249,56.46898
Gentianella campestris,14.58957,63.3809
Gentianella campestris,14.55705,63.34616
Gentianella campestris,15.40466,58.06755
Gentianella campestris,11.54274,58.05906
Gentianella campestris,14.68959,63.20648
Gentianella campestris,15.08867,63.39157
Gentianella campestris,14.77573,63.02213
Gentianella campestris,14.78013,62.98445
Gentianella campestris,14.85822,63.21888
Gentianella campestris,19.00474,59.78588
Gentianella campestris,16.32426,58.82454
Gentianella campestris,14.4708,63.11028
Gentianella campestris,14.46352,63.11471
Gentianella campestris,14.94316,63.02021
Gentianella campestris,16.51514,59.16344
Gentianella campestris,15.56576,58.19345
Gentianella campestris,17.48087,62.52252
Gentianella campestris,16.36628,59.27067
Gentianella campestris,18.82199,60.03878
Gentianella campestris,17.19838,62.45961
Gentianella campestris,14.98728,59.5049
Gentianella campestris,17.4359,62.77859
Gentianella campestris,19.02946,59.8532
Gentianella campestris,12.69761,60.41618
Gentianella campestris,14.57758,62.96559
Gentianella campestris,18.4478,59.98927
Gentianella campestris,13.81548,58.34372
Gentianella campestris,14.07282,58.10526
Gentianella campestris,12.33647,58.94659
Gentianella campestris,14.50688,58.61605
Gentianella campestris,12.535837,66.186864
Gentianella campestris,12.525426,66.191376
Gentianella campestris,12.528749,66.195756
Gentianella campestris,12.905323,66.354317
Gentianella campestris,12.859958,66.37122
Gentianella campestris,11.888053,65.124028
Gentianella campestris,12.893079,66.35909
Gentianella campestris,12.874223,66.37154
Gentianella campestris,12.417412,64.254812
Gentianella campestris,17.73214,62.5476
Gentianella campestris,12.443706,65.90477
Gentianella campestris,16.55251,68.713061
Gentianella campestris,14.548782,66.744769
Gentianella campestris,14.786279,66.656637
Gentianella campestris,11.793999,65.664507
Gentianella campestris,11.784675,65.116582
Gentianella campestris,16.498162,68.744213
Gentianella campestris,16.501585,68.794433
Gentianella campestris,16.458268,68.678906
Gentianella campestris,11.823662,65.613138
Gentianella campestris,12.085062,65.390602
Gentianella campestris,14.439852,66.923838
Gentianella campestris,14.730026,67.023633
Gentianella campestris,13.532949,68.189478
Gentianella campestris,11.407535,64.945715
Gentianella campestris,11.461892,62.357838
Gentianella campestris,12.381992,66.04476
Gentianella campestris,11.7552,62.5861
Gentianella campestris,11.7544,62.5772
Gentianella campestris,11.7881,62.7292
Gentianella campestris,11.7873,62.7202
Gentianella campestris,11.3266,62.5849
Gentianella campestris,11.3929,62.6826
Gentianella campestris,11.8171,62.8274
Gentianella campestris,14.85177,63.09453
Gentianella campestris,14.82121,63.10976
Gentianella campestris,14.80402,63.11431
Gentianella campestris,17.59552,60.63579
Gentianella campestris,17.57213,60.58217
Gentianella campestris,18.40755,60.31392
Gentianella campestris,18.41995,60.22931
Gentianella campestris,17.86605,60.30789
Gentianella campestris,18.42224,60.23917
Gentianella campestris,18.28717,60.13803
Gentianella campestris,18.01359,60.16147
Gentianella campestris,18.4052,60.23949
Gentianella campestris,12.2596,65.9522
Gentianella campestris,14.3795,62.96738
Gentianella campestris,16.99583,60.9412
Gentianella campestris,11.52308,63.65889
Gentianella campestris,11.23783,58.41372
Gentianella campestris,13.63837,58.13127
Gentianella campestris,13.69845,58.28305
Gentianella campestris,12.29548,59.27705
Gentianella campestris,14.14863,59.82471
Gentianella campestris,12.57348,60.66703
Gentianella campestris,13.93203,61.33575
Gentianella campestris,14.65903,63.23273
Gentianella campestris,18.66832,60.13133
Gentianella campestris,18.64228,59.52332
Gentianella campestris,14.76861,59.4207
Gentianella campestris,15.24834,59.89334
Gentianella campestris,16.60279,62.14545
Gentianella campestris,16.53024,62.16785
Gentianella campestris,16.36024,62.20244
Gentianella campestris,16.49928,62.19466
Gentianella campestris,16.7377,62.14201
Gentianella campestris,16.52108,62.17246
Gentianella campestris,16.41518,61.11429
Gentianella campestris,16.46218,62.08971
Gentianella campestris,16.45185,62.18668
Gentianella campestris,16.55546,62.06895
Gentianella campestris,16.55309,62.15712
Gentianella campestris,16.54368,62.16633
Gentianella campestris,16.55969,62.16063
Gentianella campestris,16.51064,62.17384
Gentianella campestris,16.5949,62.14804
Gentianella campestris,16.64844,62.18121
Gentianella campestris,16.93688,62.15416
Gentianella campestris,16.64675,62.14271
Gentianella campestris,16.28551,62.22574
Gentianella campestris,15.87812,61.14579
Gentianella campestris,15.44409,61.69798
Gentianella campestris,16.61245,62.15233
Gentianella campestris,16.02363,61.11092
Gentianella campestris,16.11222,62.0922
Gentianella campestris,15.85173,61.29961
Gentianella campestris,15.6887,62.11906
Gentianella campestris,15.77083,62.02432
Gentianella campestris,15.80526,61.96192
Gentianella campestris,14.91763,61.78318
Gentianella campestris,15.99256,62.28041
Gentianella campestris,16.32471,62.43563
Gentianella campestris,17.26082,62.90541
Gentianella campestris,16.56301,59.91617
Gentianella campestris,16.58094,59.95372
Gentianella campestris,13.02176,56.06577
Gentianella campestris,15.11238,58.11178
Gentianella campestris,15.09839,58.14924
Gentianella campestris,15.10608,58.13643
Gentianella campestris,15.07382,58.23091
Gentianella campestris,16.76314,62.25379
Gentianella campestris,16.37658,62.41389
Gentianella campestris,14.75034,63.02692
Gentianella campestris,15.33932,57.82825
Gentianella campestris,15.48143,57.83214
Gentianella campestris,15.49205,57.82702
Gentianella campestris,18.75506,59.9925
Gentianella campestris,18.8729,59.95403
Gentianella campestris,18.86392,59.90207
Gentianella campestris,15.54025,57.87895
Gentianella campestris,14.78618,59.43459
Gentianella campestris,14.5295,58.73718
Gentianella campestris,15.15924,62.73042
Gentianella campestris,15.26513,63.03789
Gentianella campestris,14.54313,63.19825
Gentianella campestris,14.98964,62.99268
Gentianella campestris,14.51259,63.08376
Gentianella campestris,16.89371,58.50917
Gentianella campestris,16.63781,58.49429
Gentianella campestris,16.51535,59.05697
Gentianella campestris,13.88649,63.41057
Gentianella campestris,14.13765,63.35808
Gentianella campestris,13.2692,63.32031
Gentianella campestris,13.75559,63.38279
Gentianella campestris,14.04111,63.3731
Gentianella campestris,14.78306,63.41578
Gentianella campestris,16.84541,59.1536
Gentianella campestris,12.32663,58.84839
Gentianella campestris,16.30386,58.86671
Gentianella campestris,15.67965,56.88661
Gentianella campestris,17.87523,59.46738
Gentianella campestris,15.21658,60.98314
Gentianella campestris,15.96051,60.18945
Gentianella campestris,17.305,58.83111
Gentianella campestris,16.47494,62.17181
Gentianella campestris,16.2452,62.22075
Gentianella campestris,14.73792,57.88794
Gentianella campestris,15.32485,60.6656
Gentianella campestris,13.40481,60.99259
Gentianella campestris,14.69685,63.16841
Gentianella campestris,15.4162,58.07648
Gentianella campestris,14.60655,63.25704
Gentianella campestris,14.63382,62.90286
Gentianella campestris,12.57738,59.13359
Gentianella campestris,14.41378,63.33801
Gentianella campestris,12.79726,59.94474
Gentianella campestris,12.8409,60.05704
Gentianella campestris,14.36396,59.75073
Gentianella campestris,12.80739,59.91519
Gentianella campestris,12.84992,59.8272
Gentianella campestris,14.45079,57.78416
Gentianella campestris,14.9455,62.99394
Gentianella campestris,14.30051,62.8716
Gentianella campestris,14.88469,62.99028
Gentianella campestris,12.41659,59.52266
Gentianella campestris,15.01313,62.98888
Gentianella campestris,12.49033,58.81112
Gentianella campestris,14.87602,61.18541
Gentianella campestris,13.32264,61.00594
Gentianella campestris,14.40771,57.49668
Gentianella campestris,16.33753,60.32976
Gentianella campestris,14.88083,63.37549
Gentianella campestris,14.93967,57.84832
Gentianella campestris,17.33753,60.48278
Gentianella campestris,13.34716,60.96577
Gentianella campestris,15.0669,60.32794
Gentianella campestris,13.89151,60.2477
Gentianella campestris,15.46347,60.02333
Gentianella campestris,13.39075,60.99512
Gentianella campestris,13.33482,60.99006
Gentianella campestris,14.7665,61.15956
Gentianella campestris,13.93789,61.14905
Gentianella campestris,14.6301,61.10409
Gentianella campestris,15.16766,61.12881
Gentianella campestris,15.21104,61.0228
Gentianella campestris,15.39794,60.81276
Gentianella campestris,17.45948,62.91987
Gentianella campestris,14.25451,59.8011
Gentianella campestris,12.65326,60.0231
Gentianella campestris,15.36029,60.79638
Gentianella campestris,17.34455,60.58692
Gentianella campestris,11.10065,58.96331
Gentianella campestris,12.53957,59.34982
Gentianella campestris,14.48966,59.68923
Gentianella campestris,12.82381,59.86516
Gentianella campestris,12.88145,59.8739
Gentianella campestris,12.41709,60.93252
Gentianella campestris,18.43262,60.04269
Gentianella campestris,16.80363,59.27987
Gentianella campestris,17.31525,60.39515
Gentianella campestris,15.33221,59.35062
Gentianella campestris,15.03388,57.51107
Gentianella campestris,16.78622,59.32232
Gentianella campestris,15.60057,58.21585
Gentianella campestris,14.88809,59.27945
Gentianella campestris,18.43755,60.0378
Gentianella campestris,13.078707,66.107963
Gentianella campestris,15.270569,66.938949
Gentianella campestris,18.43427,62.89232
Gentianella campestris,17.44953,62.91927
Gentianella campestris,11.0105,62.518
Gentianella campestris,11.4018,64.1439
Gentianella campestris,11.4386,64.1415
Gentianella campestris,17.73958,59.84092
Gentianella campestris,17.40521,58.83512
Gentianella campestris,13.183486,66.39622
Gentianella campestris,14.372604,66.91596
Gentianella campestris,13.179112,66.384812
Gentianella campestris,13.658013,66.29457
Gentianella campestris,14.455052,66.959775
Gentianella campestris,14.70534,67.014707
Gentianella campestris,11.633434,65.327796
Gentianella campestris,15.090565,67.975899
Gentianella campestris,15.004111,67.969922
Gentianella campestris,14.560981,66.735383
Gentianella campestris,12.25506,65.975168
Gentianella campestris,15.102495,67.970869
Gentianella campestris,14.973281,67.955203
Gentianella campestris,14.024992,67.022525
Gentianella campestris,14.986333,67.971681
Gentianella campestris,16.959941,68.737797
Gentianella campestris,14.966391,67.917889
Gentianella campestris,13.981137,67.430324
Gentianella campestris,14.972167,67.970646
Gentianella campestris,13.44363,66.924324
Gentianella campestris,13.635878,68.121688
Gentianella campestris,14.70632,67.009595
Gentianella campestris,14.516982,67.286647
Gentianella campestris,15.058073,67.978334
Gentianella campestris,12.344765,64.329209
Gentianella campestris,15.016247,67.972156
Gentianella campestris,15.078384,67.976714
Gentianella campestris,14.702873,67.496308
Gentianella campestris,11.718489,65.339215
Gentianella campestris,16.31164,58.94625
Gentianella campestris,16.7773,59.3224
Gentianella campestris,16.8172,58.97091
Gentianella campestris,16.74809,59.35733
Gentianella campestris,17.86682,60.29966
Gentianella campestris,17.30773,60.04225
Gentianella campestris,18.01986,60.17213
Gentianella campestris,18.12736,60.1336
Gentianella campestris,17.88794,60.55562
Gentianella campestris,17.90084,60.58594
Gentianella campestris,17.61336,60.56106
Gentianella campestris,18.18013,60.25648
Gentianella campestris,18.10492,60.27157
Gentianella campestris,18.42669,60.20336
Gentianella campestris,17.24791,60.11495
Gentianella campestris,12.6285,62.53371
Gentianella campestris,11.58647,57.86457
Gentianella campestris,13.1044,63.49035
Gentianella campestris,18.41734,62.89809
Gentianella campestris,16.72688,59.36974
Gentianella campestris,17.22701,58.75278
Gentianella campestris,17.03711,59.1577
Gentianella campestris,16.98773,58.7424
Gentianella campestris,16.17624,59.17167
Gentianella campestris,16.10673,59.12915
Gentianella campestris,16.25234,59.31461
Gentianella campestris,16.27869,59.03691
Gentianella campestris,16.15485,59.03142
Gentianella campestris,16.85444,59.34009
Gentianella campestris,16.23664,58.89536
Gentianella campestris,16.7939,59.31643
Gentianella campestris,16.17198,59.21471
Gentianella campestris,15.99333,59.19484
Gentianella campestris,16.10241,59.33006
Gentianella campestris,16.24742,58.89303
Gentianella campestris,16.14785,59.05011
Gentianella campestris,16.17213,59.17617
Gentianella campestris,16.30793,58.87073
Gentianella campestris,16.36327,58.83005
Gentianella campestris,16.96229,58.67556
Gentianella campestris,15.79803,56.40168
Gentianella campestris,14.94529,63.46213
Gentianella campestris,14.95543,63.46224
Gentianella campestris,14.59535,63.30305
Gentianella campestris,15.95663,62.62658
Gentianella campestris,16.37232,59.26035
Gentianella campestris,16.25178,58.88112
Gentianella campestris,11.74434,57.73622
Gentianella campestris,18.61662,59.66174
Gentianella campestris,18.7929,59.93172
Gentianella campestris,17.61788,58.99586
Gentianella campestris,18.78633,59.92835
Gentianella campestris,13.36322,55.6982
Gentianella campestris,15.50156,57.98739
Gentianella campestris,11.58478,57.97526
Gentianella campestris,14.71987,58.1107
Gentianella campestris,12.4812,59.0493
Gentianella campestris,11.515411,63.655595
Gentianella campestris,11.420119,64.135994
Gentianella campestris,11.511682,63.650896
Gentianella campestris,15.94577,68.26373
Gentianella campestris,15.01874,67.93189
Gentianella campestris,13.40121,58.59833
Gentianella campestris,13.38401,58.56869
Gentianella campestris,13.38359,58.57375
Gentianella campestris,12.34859,59.54613
Gentianella campestris,15.78751,57.59526
Gentianella campestris,17.5126,60.55203
Gentianella campestris,17.5799,60.5793
Gentianella campestris,14.44281,63.08112
Gentianella campestris,11.15296,58.7644
Gentianella campestris,16.72359,58.45085
Gentianella campestris,14.89036,63.19989
Gentianella campestris,14.8262,63.22314
Gentianella campestris,14.80883,63.33407
Gentianella campestris,14.69621,63.19972
Gentianella campestris,15.96218,62.59224
Gentianella campestris,11.75266,58.07327
Gentianella campestris,16.80308,56.81283
Gentianella campestris,14.85656,63.43325
Gentianella campestris,14.70406,63.17543
Gentianella campestris,14.71341,63.17323
Gentianella campestris,13.21163,63.40755
Gentianella campestris,12.59584,59.93055
Gentianella campestris,14.02081,63.38674
Gentianella campestris,16.69528,56.61527
Gentianella campestris,16.89518,62.4706
Gentianella campestris,11.53507,57.97272
Gentianella campestris,11.54927,58.06308
Gentianella campestris,14.53357,63.18509
Gentianella campestris,14.58786,63.38729
Gentianella campestris,14.54125,63.35086
Gentianella campestris,14.64544,63.18771
Gentianella campestris,11.60934,57.7703
Gentianella campestris,17.87346,59.18165
Gentianella campestris,14.53303,61.24503
Gentianella campestris,11.24846,58.40917
Gentianella campestris,11.24516,58.40494
Gentianella campestris,13.33068,60.97993
Gentianella campestris,17.64695,58.9722
Gentianella campestris,13.92147,63.38592
Gentianella campestris,13.90992,63.4046
Gentianella campestris,17.83491,60.16326
Gentianella campestris,13.91926,63.39148
Gentianella campestris,18.24766,59.79869
Gentianella campestris,18.5204,59.74403
Gentianella campestris,18.66321,59.97175
Gentianella campestris,12.51673,59.07698
Gentianella campestris,18.40058,59.63546
Gentianella campestris,16.22086,58.90927
Gentianella campestris,12.79882,59.91266
Gentianella campestris,12.71888,60.41871
Gentianella campestris,17.64781,59.57106
Gentianella campestris,18.24964,59.79382
Gentianella campestris,18.07894,59.62183
Gentianella campestris,13.87629,61.17488
Gentianella campestris,14.30645,63.48083
Gentianella campestris,14.04175,56.81069
Gentianella campestris,14.25719,59.85369
Gentianella campestris,13.97514,61.16412
Gentianella campestris,18.8342,59.95376
Gentianella campestris,15.67296,57.96208
Gentianella campestris,14.62587,63.01341
Gentianella campestris,14.88588,57.86856
Gentianella campestris,14.90007,57.86277
Gentianella campestris,12.58251,60.15946
Gentianella campestris,12.73609,60.26799
Gentianella campestris,12.67572,60.26111
Gentianella campestris,16.24806,60.27044
Gentianella campestris,15.0657,60.2235
Gentianella campestris,14.69576,60.04257
Gentianella campestris,15.56195,58.1984
Gentianella campestris,16.3471,58.88676
Gentianella campestris,12.717708,66.042375
Gentianella campestris,12.41096,62.53711
Gentianella campestris,15.70689,57.90429
Gentianella campestris,16.60782,62.18704
Gentianella campestris,16.95637,62.07865
Gentianella campestris,14.24985,60.1638
Gentianella campestris,15.8368,58.79686
Gentianella campestris,16.73608,58.17295
Gentianella campestris,14.57448,63.2938
Gentianella campestris,16.203213,68.771979
Gentianella campestris,13.007546,67.896011
Gentianella campestris,11.7265,65.760803
Gentianella campestris,11.722152,65.755975
Gentianella campestris,18.14041,62.9628
Gentianella campestris,15.07062,60.59502
Gentianella campestris,14.79933,60.02393
Gentianella campestris,14.91944,59.90349
Gentianella campestris,18.27558,60.25792
Gentianella campestris,16.192968,68.777534
Gentianella campestris,12.578651,66.373081
Gentianella campestris,12.465472,66.316988
Gentianella campestris,12.525273,66.336252
Gentianella campestris,12.481166,66.316926
Gentianella campestris,18.10632,60.39925
Gentianella campestris,17.8998,60.59193
Gentianella campestris,13.68045,58.2765
Gentianella campestris,16.33324,59.1095
Gentianella campestris,12.96552,63.75112
Gentianella campestris,16.7329,62.37916
Gentianella campestris,12.18666,59.28866
Gentianella campestris,14.31963,63.30083
Gentianella campestris,12.987942,68.028678
Gentianella campestris,12.793474,65.817859
Gentianella campestris,12.844112,65.810896
Gentianella campestris,11.124118,62.420182
Gentianella campestris,12.511457,66.331428
Gentianella campestris,12.502177,66.336469
Gentianella campestris,12.214662,65.943315
Gentianella campestris,12.535226,66.312246
Gentianella campestris,12.540041,66.348822
Gentianella campestris,12.585343,66.378132
Gentianella campestris,12.487678,66.320588
Gentianella campestris,11.0997,62.412714
Gentianella campestris,12.220079,66.216157
Gentianella campestris,12.623405,66.303312
Gentianella campestris,14.931878,67.575058
Gentianella campestris,16.4731,68.6399
Gentianella campestris,16.61522,62.59487
Gentianella campestris,14.04016,63.82874
Gentianella campestris,14.6233,58.02981
Gentianella campestris,15.20499,62.83767
Gentianella campestris,11.8602,62.6649
Gentianella campestris,11.6847,62.6683
Gentianella campestris,11.0033,62.4104
Gentianella campestris,11.0003,62.3655
Gentianella campestris,11.7213,62.6407
Gentianella campestris,11.7026,62.65
Gentianella campestris,11.178,62.4167
Gentianella campestris,11.3182,62.4773
Gentianella campestris,12.229386,65.951835
Gentianella campestris,15.450538,67.208331
Gentianella campestris,12.528174,66.344226
Gentianella campestris,12.570252,66.385632
Gentianella campestris,12.229718,65.944091
Gentianella campestris,11.144544,64.975777
Gentianella campestris,14.515544,67.32111
Gentianella campestris,14.49217,67.33629
Gentianella campestris,14.447191,67.228721
Gentianella campestris,16.14624,62.636
Gentianella campestris,15.61041,62.61128
Gentianella campestris,17.6928,59.07833
Gentianella campestris,16.44589,62.2476
Gentianella campestris,16.07409,58.71314
Gentianella campestris,12.33977,62.54127
Gentianella campestris,15.35448,62.80153
Gentianella campestris,14.8065,63.12126
Gentianella campestris,17.07643,60.48828
Gentianella campestris,15.06425,63.41079
Gentianella campestris,16.37825,63.5797
Gentianella campestris,16.04183,63.50719
Gentianella campestris,15.08917,63.38669
Gentianella campestris,14.85248,59.9743
Gentianella campestris,14.80124,60.02905
Gentianella campestris,14.78599,59.98826
Gentianella campestris,14.79828,59.98425
Gentianella campestris,14.81,59.98395
Gentianella campestris,15.263985,67.402412
Gentianella campestris,15.273633,67.38458
Gentianella campestris,14.82838,63.51019
Gentianella campestris,16.08684,59.78731
Gentianella campestris,11.26052,58.42847
Gentianella campestris,12.05761,63.32775
Gentianella campestris,14.54829,63.46128
Gentianella campestris,11.76139,65.099685
Gentianella campestris,14.78887,61.18119
Gentianella campestris,12.76398,62.76115
Gentianella campestris,11.208693,64.734686
Gentianella campestris,17.008684,68.856607
Gentianella campestris,14.28836,63.32172
Gentianella campestris,17.49376,62.62783
Gentianella campestris,15.71561,63.57774
Gentianella campestris,12.38798,62.70371
Gentianella campestris,14.82475,64.34423
Gentianella campestris,17.50325,60.53326
Gentianella campestris,16.68641,62.31753
Gentianella campestris,14.74735,61.15869
Gentianella campestris,16.53921,61.57308
Gentianella campestris,17.55075,62.22836
Gentianella campestris,15.66652,57.04175
Gentianella campestris,17.36708,60.59882
Gentianella campestris,15.25304,61.11698
Gentianella campestris,14.85692,60.40876
Gentianella campestris,11.724003,59.31422
